_, z_pos, 0.005, 0.015, 0.025, 0.035, 0.045, 0.055, 0.065, 0.07500000000000001, 0.08499999999999999, 0.095, 0.10500000000000001, 0.11499999999999999, 0.125, 0.135, 0.14500000000000002, 0.155, 0.165, 0.175, 0.185, 0.195, 0.20500000000000002, 0.215, 0.225, 0.235, 0.245, 0.255, 0.265, 0.275, 0.28500000000000003, 0.295, 0.305, 0.315, 0.325, 0.335, 0.34500000000000003, 0.355, 0.365, 0.375, 0.385, 0.395, 0.405, 0.41500000000000004, 0.425, 0.435, 0.445, 0.455, 0.465, 0.475, 0.485, 0.495, 0.505, 0.515, 0.525, 0.535, 0.545, 0.555, 0.5650000000000001, 0.575, 0.585, 0.595, 0.605, 0.615, 0.625, 0.635, 0.645, 0.655, 0.665, 0.675, 0.685, 0.6950000000000001, 0.7050000000000001, 0.715, 0.725, 0.735, 0.745, 0.755, 0.765, 0.775, 0.785, 0.795, 0.805, 0.8150000000000001, 0.8250000000000001, 0.835, 0.845, 0.855, 0.865, 0.875, 0.885, 0.895, 0.905, 0.915, 0.925, 0.935, 0.9450000000000001, 0.9550000000000001, 0.965, 0.975, 0.985, 0.995
0, Steady, 3031793.331256203, 3159928.1233329875, 3288063.3248607283, 3416198.9363080543, 3544334.9581614225, 3672471.3909251816, 3800608.235121631, 3928745.4912910904, 4056883.159991961, 4185021.2418008, 4313159.737312388, 4441298.647139805, 4569437.971914502, 4697577.712286381, 4825717.8689238755, 4953858.442514036, 5081999.433762615, 5210140.843394158, 5338282.672152115, 5466424.920798932, 5594567.590116186, 5722710.6809047125, 5850854.193984768, 5978998.130196215, 6107142.490398726, 6235287.275472031, 6363432.4863161445, 6491578.123851605, 6619724.18901963, 6747870.682782167, 6876017.6061218055, 7004164.960041584, 7132312.7455647625, 7260460.963734637, 7388609.61561447, 7516758.702287521, 7644908.224857215, 7773058.184447308, 7901208.58220212, 8029359.419286771, 8157510.696887379, 8285662.416211275, 8413814.578487193, 8541967.184965448, 8670120.236918122, 8798273.735639224, 8926427.682444863, 9054582.07867342, 9182736.925685704, 9310892.224865125, 9439047.977617862, 9567204.18537303, 9695360.849582855, 9823517.97172283, 9951675.553291902, 10079833.595812626, 10207992.10083133, 10336151.069918279, 10464310.50466779, 10592470.406698383, 10720630.777652854, 10848791.619198348, 10976952.93302642, 11105114.720853103, 11233276.984419076, 11361439.725489974, 11489602.94585688, 11617766.647336952, 11745930.83177402, 11874095.50103907, 12002260.65703054, 12130426.301674535, 12258592.436924953, 12386759.0647636, 12514926.187200349, 12643093.8062733, 12771261.924048975, 12899430.542622527, 13027599.664117986, 13155769.2906885, 13283939.424516594, 13412110.067814434, 13540281.222824112, 13668452.891817924, 13796625.077098645, 13924797.78099985, 14052971.005886195, 14181144.754153714, 14309319.02823015, 14437493.830575256, 14565669.163681123, 14693845.0300725, 14822021.432307126, 14950198.372976072, 15078375.854704075, 15206553.880149886, 15334732.452006629, 15462911.573002156, 15591091.245899409, 15719271.473496798
